topic,languages,main_speaker,duration,film_date,published_date,comments,views
Technology&Science,23,Anas Aremeyaw Anas,766,2013,2013,149,1421509
Self-development,26,Denise Herzing,878,2013,2013,103,1164684
Technology&Science,30,Martin Villeneuve,655,2013,2013,110,948840
Self-development,31,Andrew McAfee,855,2013,2013,354,2102608
Technology&Science,32,Raffaello D'Andrea,968,2013,2013,309,10281817
Technology&Science,28,George Papandreou,1206,2013,2013,280,741720
Politics,27,Daniel Suarez,800,2013,2013,154,1908577
Technology&Science,33,Manal al-Sharif,856,2013,2013,339,1492163
Society,22,Didier Sornette,1021,2013,2013,161,1361404
Economy,30,Juliana Rotich,573,2013,2013,114,630822
Technology&Science,34,Joseph Kim,1283,2013,2013,311,2140135
Health&Medical,48,Camille Seaman,206,2013,2013,139,1608679
Art,33,Lesley Hazleton,825,2013,2013,441,1361374
Self-development,37,Peter Attia,958,2013,2013,1000,2459753
Health&Medical,25,Bob Mankoff,1259,2013,2013,63,1168185
Technology&Science,27,Rodney Brooks,596,2013,2013,223,1351691
Technology&Science,30,Eric X. Li,1237,2013,2013,1640,2449736
Politics,28,Joel Selanikio,978,2013,2013,85,687669
Technology&Science,36,Jinha Lee,307,2013,2013,206,1772635
Technology&Science,32,Sleepy Man Banjo Boys,527,2013,2013,129,5199008
Art,34,Charmian Gooch,867,2013,2013,258,1570996
Society,31,Michael Green,742,2013,2013,308,1207550
Art,20,"Diana Reiss, Peter Gabriel, Neil Gershenfeld and Vint Cerf",1201,2013,2013,130,717979
Technology&Science,31,Jack Andraka,649,2013,2013,269,4538435
Health&Medical,29,Al Vernacchio,501,2012,2013,230,1836106
Society,28,Bernie Krause,888,2013,2013,186,1022050
Environment,28,Gavin Pretor-Pinney,654,2013,2013,123,1223155
Self-development,32,Miranda Wang and Jeanny Yao,560,2013,2013,153,1212774
Technology&Science,37,Tom Thum,701,2013,2013,173,8688241
Art,35,John Searle,899,2013,2013,630,1332731
Technology&Science,22,Kate Stone,705,2013,2013,169,686914
Technology&Science,38,Roberto D'Angelo + Francesca Fedeli,377,2013,2013,107,1100997
Health&Medical,28,Paul Kemp-Robertson,651,2013,2013,263,1068469
Economy,43,Tania Luna,331,2012,2013,295,1655352
Self-development,33,Bastian Schaefer,358,2013,2013,121,1105500
Technology&Science,31,Eli Beer,644,2013,2013,162,1062701
Health&Medical,26,Julie Taymor,1108,2011,2013,78,959460
Art,34,Peter van Manen,476,2013,2013,121,790591
Technology&Science,32,Beardyman,670,2013,2013,177,2067955
Art,29,Daniel H. Cohen,575,2013,2013,390,1423637
Society,36,Jinsop Lee,543,2013,2013,180,1469884
Art,34,Saki Mafundikwa,490,2013,2013,90,724180
Society,37,Eleanor Longden,857,2013,2013,671,4058274
Health&Medical,26,Derek Paravicini and Adam Ockelford,1178,2013,2013,201,1471722
Art,30,Margaret Heffernan,878,2013,2013,289,1537390
Self-development,34,Shigeru Ban,702,2013,2013,157,1573440
Art,37,Russell Foster,1306,2013,2013,419,6504999
Technology&Science,27,Steve Ramirez and Xu Liu,925,2013,2013,333,1044961
Technology&Science,40,May El-Khalil,616,2013,2013,186,5182832
Politics,28,Adam Spencer,1037,2013,2013,202,2014461
Self-development,47,Kelly McGonigal,868,2013,2013,693,14566463
Health&Medical,29,Chrystia Freeland,924,2013,2013,554,1909640
Economy,34,Alexa Meade,424,2013,2013,257,2682427
Art,26,George Monbiot,910,2013,2013,166,887823
Environment,25,Jake Barton,938,2013,2013,68,780039
Art,31,Ron McCallum,944,2013,2013,90,682353
Technology&Science,28,Sonia Shah,918,2013,2013,98,1118305
Health&Medical,37,Apollo Robbins,527,2013,2013,285,15283242
Art,28,James Lyne,1046,2013,2013,133,1397126
Society,34,Marla Spivak,957,2013,2013,253,2436104
Environment,32,Eric Berlow and Sean Gourley,475,2013,2013,99,1085152
Technology&Science,39,Andras Forgacs,542,2013,2013,463,1151214
Environment,24,Benjamin Barber,1085,2013,2013,253,719821
Politics,32,Elizabeth Loftus,1056,2013,2013,520,3338820
Technology&Science,29,Stuart Firestein,1113,2013,2013,193,1836382
Education,29,Onora O'Neill,590,2013,2013,127,1469734
Society,34,James Flynn,1120,2013,2013,313,2991225
Self-development,34,Kevin Breel,660,2013,2013,565,2954036
Health&Medical,35,Malcolm Gladwell,940,2013,2013,441,3665885
Art,26,Kelli Swazey,834,2013,2013,169,1538661
Society,32,Amy Webb,1047,2013,2013,404,6298610
Technology&Science,31,Fabian Oefner,725,2013,2013,133,1789403
Technology&Science,29,Jason Pontin,603,2013,2013,266,1507409
Technology&Science,29,Michael Porter,988,2013,2013,218,1573620
Society,31,Michael Sandel,877,2013,2013,395,1684720
Society,25,Janette Sadik-Khan,842,2013,2013,148,925046
Society,29,Trita Parsi,645,2013,2013,147,740772
Politics,26,Gary Slutkin,848,2013,2013,268,734171
Health&Medical,25,Andrew Fitzgerald,715,2013,2013,64,1000495
Art,26,Jeff Speck,1016,2013,2013,124,1041732
Art,24,Amanda Bennett,924,2013,2013,124,986726
Health&Medical,28,Iwan Baan,1018,2013,2013,195,1463086
Art,27,Alessandro Acquisti,900,2013,2013,134,1305155
Society,36,Hetain Patel,546,2013,2013,165,2663827
Art,27,Steve Howard,798,2013,2013,143,1041748
Society,28,Charles Robertson,693,2013,2013,207,1204089
Economy,31,Parul Sehgal,791,2013,2013,227,2158038
Art,30,Gian Giudice,850,2013,2013,207,1644420
Technology&Science,28,Xavier Vilalta,464,2013,2013,84,999700
Art,20,Mariana Mazzucato,844,2013,2013,262,816687
Society,22,Mohamed Hijri,821,2013,2013,130,618471
Environment,26,Abha Dawesar,721,2013,2013,194,1245695
Technology&Science,31,Holly Morris,531,2013,2013,172,1108528
Society,31,Dong Woo Jang,508,2013,2013,167,2290464
Art,25,Rodrigo Canales,1072,2013,2013,286,2225283
Society,33,Robin Nagle,472,2013,2013,148,1628594
Self-development,27,Grégoire Courtine,863,2013,2013,156,926295
Technology&Science,30,Mikko Hypponen,1158,2013,2013,515,1535238
Society,44,Arthur Benjamin,384,2013,2013,325,4376218
Economy,25,Dambisa Moyo,983,2013,2013,833,2060055
Economy,30,Chris Downey,700,2013,2013,100,970048
Art,32,Mohamed Ali,541,2013,2013,209,1017789
Society,32,Stefan Larsson,776,2013,2013,126,848735
Health&Medical,33,Jane McGonigal,438,2013,2013,147,1154880
Art,23,Lian Pin Koh,810,2013,2013,138,599368
Environment,28,Greg Asner,830,2013,2013,177,692579
Environment,28,Henry Evans and Chad Jenkins,621,2013,2013,224,1203523
Technology&Science,27,Andreas Raptopoulos,553,2013,2013,291,992489
Technology&Science,35,Peter Doolittle,569,2013,2013,258,2030203
Technology&Science,31,Jared Diamond,1091,2013,2013,182,923663
Society,38,Suzana Herculano-Houzel,811,2013,2013,992,2454860
Technology&Science,43,David Steindl-Rast,870,2013,2013,582,5893321
Self-development,26,Toby Eccles,603,2013,2013,217,921788
Society,28,Geraldine Hamilton,803,2013,2013,247,1511694
Health&Medical,37,Sally Kohn,359,2013,2013,507,1822907
Politics,41,David Lang,268,2013,2013,162,1225960
Technology&Science,29,Enrique Peñalosa,857,2013,2013,253,871452
Art,36,Boyd Varty,899,2013,2013,265,1585575
Self-development,29,Diébédo Francis Kéré,731,2013,2013,156,900115
Art,26,Eddy Cartaya,482,2013,2013,80,666996
Self-development,33,Stephen Cave,933,2013,2013,594,2255033
Society,26,Rose George,683,2013,2013,89,1430350
Economy,24,Toni Griffin,708,2013,2013,178,826744
Society,29,Marco Annunziata,756,2013,2013,114,1429564
Health&Medical,30,Krista Donaldson,595,2013,2013,137,954702
Technology&Science,32,Paul Piff,995,2013,2013,782,3213217
Society,36,Diana Nyad,935,2013,2013,372,4548115
Self-development,28,Mick Cornett,915,2013,2014,99,1514912
Health&Medical,42,Maysoon Zayid,853,2013,2014,683,8879917
Society,21,Roger Stein,669,2013,2014,158,904210
Health&Medical,37,Sandra Aamodt,762,2013,2014,534,4102503
Health&Medical,25,Frederic Kaplan,620,2013,2014,77,1187105
Technology&Science,33,Ryan Holladay,389,2013,2014,140,1284510
Art,25,Harish Manwani,838,2013,2014,132,1531497
Economy,27,Mark Kendall,830,2013,2014,170,1004872
Health&Medical,29,Sheryl Sandberg,1016,2013,2014,157,2133100
Society,24,Luke Syson,791,2013,2014,65,1149641
Art,28,Guy Hoffman,1058,2013,2014,136,2931366
Technology&Science,26,Shereen El Feki,970,2013,2014,194,1852444
Self-development,32,Paula Johnson,882,2013,2014,124,1095582
Health&Medical,27,Yves Morieux,721,2013,2014,141,3170206
Self-development,39,Joe Kowan,483,2013,2014,121,2296874
Self-development,29,Anant Agarwal,919,2013,2014,178,1072727
Education,24,Anne Milgram,761,2013,2014,161,877932
Education,38,McKenna Pope,322,2013,2014,106,917406
Self-development,24,Nicolas Perony,825,2013,2014,44,965291
Technology&Science,38,Maya Penn,436,2013,2014,116,1458485
Economy,31,Esta Soler,670,2013,2014,76,1034678
Society,25,Dan Berkenstock,584,2013,2014,36,836011
Technology&Science,25,Teddy Cruz,794,2013,2014,36,691538
Art,27,Alex Wissner-Gross,708,2013,2014,316,1977165
Technology&Science,31,Aparna Rao,536,2013,2014,51,1063414
Art,30,David Puttnam,641,2013,2014,177,871453
Society,30,Leyla Acaroglu,1087,2013,2014,148,1227480
Environment,23,Chris McKnett,739,2013,2014,50,970911
Economy,32,Rupal Patel,704,2013,2014,63,853612
Technology&Science,31,Yann Dall'Aglio,642,2012,2014,208,3840850
Self-development,22,Molly Stevens,892,2013,2014,52,1185518
Technology&Science,34,Roselinde Torres,559,2013,2014,146,3685420
Self-development,26,Christopher Ryan,842,2013,2014,290,1981978
Society,30,Ash Beckham,562,2013,2014,158,2628178
Self-development,26,Siddharthan Chandran,957,2013,2014,78,1022945
Technology&Science,26,Catherine Bracy,590,2013,2014,110,849933
Society,23,Michael Metcalfe,864,2013,2014,164,756974
Economy,33,Henry Lin,403,2013,2014,107,1304017
Technology&Science,30,Annette Heuser,589,2013,2014,92,1210381
Economy,30,Mary Lou Jepsen,626,2013,2014,99,931677
Technology&Science,22,Philip Evans,837,2013,2014,65,1395038
Economy,31,Christopher Soghoian,498,2013,2014,86,822505
Society,32,Gabe Barcia-Colombo,296,2013,2014,64,795097
Technology&Science,31,Manu Prakash,561,2012,2014,201,1797519
Health&Medical,27,Ajit Narayanan,943,2013,2014,222,1256969
Education,24,Anne-Marie Slaughter,1031,2013,2014,185,1424893
Self-development,33,Toby Shapshak,474,2013,2014,140,1474261
Technology&Science,26,Carin Bondar,587,2013,2014,79,2379244
Environment,24,Steven Pinker and Rebecca Newberger Goldstein,924,2012,2014,177,991359
Society,27,Daniel Reisel,875,2013,2014,119,734861
Technology&Science,31,Edward Snowden,2102,2014,2014,421,4040280
Society,29,Chris Hadfield,1102,2014,2014,172,4790701
Self-development,30,Charmian Gooch,971,2014,2014,215,760225
Economy,22,Richard Ledgett,2010,2014,2014,440,1191342
Society,24,Larry Page,1410,2014,2014,128,2293465
Society,42,Ziauddin Yousafzai,996,2014,2014,182,2124521
Education,27,Bran Ferren,1212,2014,2014,82,1028312
Technology&Science,34,Ed Yong,794,2014,2014,173,1624605
Technology&Science,26,Del Harvey,559,2014,2014,82,885494
Technology&Science,27,Hugh Herr,1140,2014,2014,316,7520736
Technology&Science,32,Geena Rocero,599,2014,2014,170,3133189
Self-development,33,TED staff,277,2014,2014,42,741146
Art,31,Allan Adams,282,2014,2014,409,1736329
Technology&Science,28,Bill and Melinda Gates,1500,2014,2014,283,3130752
Economy,31,Jennifer Golbeck,595,2013,2014,138,2012614
Technology&Science,27,Lawrence Lessig,824,2014,2014,228,1095806
Politics,26,Amanda Burden,1108,2014,2014,78,1061964
Art,32,Christopher Emdin,414,2013,2014,206,2004811
Education,38,Louie Schwartzberg,444,2014,2014,208,7015800
Environment,32,David Sengeh,283,2014,2014,46,742510
Technology&Science,23,Gabby Giffords and Mark Kelly,1128,2014,2014,80,1048304
Self-development,31,David Brooks,301,2014,2014,200,2306549
Self-development,29,Jennifer Senior,1091,2014,2014,147,1901605
Society,27,Norman Spack,1013,2013,2014,134,1248568
Self-development,28,Jeremy Kasdin,398,2014,2014,182,1276015
Technology&Science,23,Matthew Carter,961,2014,2014,44,1112914
Self-development,24,Sarah Lewis,701,2014,2014,94,2293317
Self-development,19,Michel Laberge,770,2014,2014,163,1038727
Technology&Science,27,Hamish Jolly,752,2013,2014,150,2572038
Art,29,James Patten,372,2013,2014,57,1033475
Technology&Science,35,Elizabeth Gilbert,438,2014,2014,183,3643938
Art,32,Wendy Chung,935,2014,2014,238,2305547
Technology&Science,27,David Epstein,893,2014,2014,125,2824676
Technology&Science,33,Andrew Bastawrous,393,2014,2014,69,1051614
Health&Medical,24,Gavin Schmidt,730,2014,2014,143,1150409
Environment,20,Sarah Jones,1116,2014,2014,84,1506064
Art,26,Mellody Hobson,854,2014,2014,350,2200326
Society,29,Marco Tempest,378,2014,2014,85,1785193
Technology&Science,30,Stanley McChrystal,404,2014,2014,95,991694
Society,26,Randall Munroe,569,2014,2014,117,2558702
Art,21,Mark Ronson,1010,2014,2014,86,3061003
Art,20,William Black,1128,2013,2014,131,1509188
Society,31,Deborah Gordon,849,2014,2014,49,1378298
Technology&Science,39,Kevin Briggs,853,2014,2014,255,2500023
Health&Medical,26,Tristram Wyatt,893,2013,2014,44,1189824
Technology&Science,22,Rives,844,2014,2014,170,1827375
Self-development,38,Simon Sinek,719,2014,2014,294,6803938
Self-development,31,Jackie Savitz,670,2013,2014,98,1182977
Environment,29,Andrew Solomon,1227,2014,2014,224,4801456
Self-development,24,Chris Kluwe,551,2014,2014,108,1194762
Technology&Science,24,Wes Moore,867,2014,2014,88,936480
Self-development,25,Sebastian Junger,788,2014,2014,231,2375405
Self-development,26,Jon Mooallem,856,2014,2014,44,1101811
Art,35,Kitra Cahana,300,2014,2014,122,1454663
Self-development,24,Stephen Friend,639,2014,2014,55,959404
Health&Medical,29,Ray Kurzweil,592,2014,2014,180,1971157
Technology&Science,42,Dan Gilbert,409,2014,2014,248,3399887
Society,25,Stephen Burt,792,2013,2014,84,1117996
Art,30,Robert Full,307,2014,2014,49,1229640
Technology&Science,17,Yoruba Richen,1062,2014,2014,173,698636
Society,34,Stella Young,556,2014,2014,207,2494615
Self-development,27,Keren Elazari,999,2014,2014,105,2120292
Technology&Science,34,Will Potter,273,2014,2014,118,1032390
Politics,23,Uri Alon,952,2013,2014,81,1013296
Technology&Science,24,AJ Jacobs,585,2014,2014,69,1107747
Society,29,Kwame Anthony Appiah,880,2014,2014,453,1569284
Society,26,Anne Curzan ,1033,2014,2014,123,1631913
Society,33,Ruth Chang,881,2014,2014,397,4933802
Self-development,26,Shaka Senghor,720,2014,2014,147,1439616
Self-development,26,Lorrie Faith Cranor,1061,2014,2014,117,1463585
Technology&Science,24,Naomi Oreskes,1154,2014,2014,338,1091065
Technology&Science,17,Ge Wang,1056,2014,2014,70,1172298
Art,45,Julian Treasure,598,2013,2014,297,21594632
Self-development,22,Chris Domas,1005,2013,2014,93,1017778
Technology&Science,27,Sara Lewis,831,2014,2014,37,967667
Environment,32,Simon Anholt,1074,2014,2014,1234,4548276
Politics,26,Paul Bloom,983,2014,2014,101,1073549
Society,26,George Takei,958,2014,2014,133,2235902
Self-development,26,Joi Ito,751,2014,2014,100,2053453
Self-development,25,Nicholas Negroponte,1183,2014,2014,67,1877673
Technology&Science,27,Renata Salecl,902,2013,2014,76,1445859
Society,27,Karima Bennoune,1205,2014,2014,335,1429067
Society,26,David Kwong,703,2014,2014,171,1641675
Art,33,David Chalmers,1117,2014,2014,2673,2162764
Society,31,Nikolai Begg,561,2013,2014,117,1332920
Technology&Science,31,Shih Chieh Huang,314,2014,2014,33,833015
Art,26,Heather Barnett,731,2014,2014,63,946949
Education,36,Shai Reshef,648,2014,2014,191,4962607
Education,25,Margaret Gould Stewart,776,2014,2014,111,1576773
Technology&Science,28,Hubertus Knabe,1174,2014,2014,65,1180236
Society,31,Janet Iwasa,306,2014,2014,51,837568
Technology&Science,31,Megan Washington,778,2014,2014,161,1669149
Art,24,Talithia Williams,1023,2014,2014,71,1345444
Health&Medical,26,Nick Hanauer,1222,2014,2014,992,1623637
Society,25,Dan Pacholke,632,2014,2014,134,812963
Society,40,Clint Smith,258,2014,2014,293,3804535
Society,29,Tim Berners-Lee,403,2014,2014,59,1054600
Technology&Science,29,Aziza Chaouni,339,2014,2014,34,668555
Art,29,Jarrett J. Krosoczka,324,2014,2014,70,1260362
Education,26,Laurel Braitman,1169,2014,2014,177,1370965
Health&Medical,36,Ziyah Gafic?,272,2014,2014,33,1000194
Art,32,Martin Rees,412,2014,2014,283,1219295
Society,26,Rose Goslinga,604,2014,2014,45,554809
Economy,27,Meera Vijayann,838,2014,2014,208,884313
Society,30,Sally Kohn,276,2014,2014,100,1198332
Technology&Science,30,Jill Shargaa,373,2014,2014,184,1492005
Society,31,Jim Holt,1037,2014,2014,503,2890269
Technology&Science,36,Isabel Allende,496,2014,2014,163,3247638
Self-development,37,Shubhendu Sharma,262,2014,2014,92,1111146
Environment,23,Colin Grant,1045,2012,2014,56,877106
Society,40,Zak Ebrahim,550,2014,2014,417,4619628
Society,30,Dan Barasch,377,2014,2014,38,862238
Society,32,Hans and Ola Rosling,1145,2014,2014,177,3673455
Health&Medical,31,Uldus Bakhtiozina,243,2014,2014,52,1464877
Art,21,Rishi Manchanda,1093,2014,2014,91,1399303
Health&Medical,21,Andrew Connolly,1059,2014,2014,62,1223720
Technology&Science,31,Mac Barnett,1019,2014,2014,114,1623955
Education,27,Avi Reichental,544,2014,2014,87,2526255
Technology&Science,14,Antonio Donato Nobre,1295,2010,2014,44,984973
Environment,23,Lord Nicholas Stern,993,2014,2014,176,773801
Environment,23,Kenneth Cukier,951,2014,2014,65,1305783
Technology&Science,40,Eman Mohammed,252,2014,2014,172,1292110
Society,29,Moshe Safdie,346,2014,2014,107,1600522
Art,23,Francis de los Reyes,501,2013,2014,61,742106
Health&Medical,24,Susan Colantuono,837,2013,2014,91,3404977
Society,26,Gail Reed,1028,2014,2014,112,772907
Health&Medical,28,Nancy Kanwisher,1060,2014,2014,271,1082869
Technology&Science,32,Daria van den Bercken,570,2014,2014,35,903111
Art,24,Thomas Piketty,1260,2014,2014,120,1349623
Economy,32,Meaghan Ramsey,722,2014,2014,206,3590381
Self-development,29,Pia Mancini,804,2014,2014,129,1213718
Society,25,Dilip Ratha,1019,2014,2014,105,1281466
Economy,31,Glenn Greenwald,1237,2014,2014,400,1942778
Society,30,Jeff Iliff,701,2014,2014,203,3705589
Health&Medical,32,Myriam Sidibe,701,2014,2014,47,1015320
Health&Medical,28,Jorge Soto,677,2014,2014,80,1213251
Health&Medical,29,Melissa Fleming,968,2014,2014,71,1119970
Education,27,Kitra Cahana,758,2014,2014,50,1112534
Health&Medical,25,Susan Etlinger,743,2014,2014,62,1209472
Technology&Science,24,Fred Swaniker,806,2014,2014,49,1239635
Environment,33,Joy Sun,455,2014,2014,116,1218131
Society,29,Fabien Cousteau,647,2014,2014,32,1215053
Self-development,32,Marc Abrahams,792,2014,2014,46,1435886
Technology&Science,26,Kimberley Motley,926,2014,2014,110,975953
Society,28,Sergei Lupashin,383,2014,2014,38,1222713
Technology&Science,42,Frans Lanting,210,2014,2014,56,1439341
Environment,27,Debra Jarvis,969,2014,2014,47,970703
Health&Medical,23,Jeremy Heimans,908,2014,2014,40,1358570
Society,26,Alessandra Orofino,915,2014,2014,71,735649
Politics,23,Ameenah Gurib-Fakim,852,2014,2014,28,952385
Environment,33,Kare Anderson,586,2014,2014,74,2230481
Self-development,28,Alejandro Aravena,949,2014,2014,54,1652993
Art,28,Haas&Hahn,683,2014,2014,77,1660815
Art,27,Ramanan Laxminarayan,882,2014,2014,47,956731
Health&Medical,28,Michael Green,896,2014,2014,100,1132771
Politics,29,Ethan Nadelmann,1046,2014,2014,320,1593079
Society,26,Leana Wen,942,2014,2014,139,1685861
Health&Medical,26,Vincent Moon and Naná Vasconcelos,1453,2014,2014,27,1019109
Art,37,David Grady,394,2013,2014,40,2120569
Society,29,Will Marshall,481,2014,2014,112,1701743
Technology&Science,28,Nancy Frates,1133,2014,2014,45,1003222
Health&Medical,35,Joe Landolina,301,2014,2014,108,1682547
Health&Medical,37,Rosie King,368,2014,2014,170,2226171
Self-development,28,Mark Plotkin,995,2014,2014,103,1454878
Health&Medical,29,Emily Balcetis,848,2014,2014,152,3143653
Health&Medical,31,Pico Iyer,937,2014,2014,83,2649262
Art,26,Oren Yakobovich,875,2014,2014,87,1104834
Society,26,Ben Saunders,1024,2014,2014,38,1051196
Self-development,31,Rainer Strack,767,2014,2014,84,1568869
Society,30,Barbara Natterson-Horowitz,897,2014,2014,155,1469248
Health&Medical,39,Aakash Odedra,590,2014,2014,48,817014
Art,24,Jose Miguel Sokoloff,862,2014,2014,42,755399
Society,32,Anastasia Taylor-Lind,365,2014,2014,113,695961
Society,30,Thomas Hellum,1086,2014,2014,145,2065196
Self-development,32,Catherine Crump,354,2014,2014,386,1824724
Society,32,Dave Troy,328,2014,2014,65,1307615
Society,25,Vernā Myers,1069,2014,2014,164,1569991
Self-development,26,Jeremy Howard,1185,2014,2014,249,2183690
Technology&Science,41,Carol Dweck,620,2014,2014,203,6569493
Self-development,22,Bruno Torturra,815,2014,2014,35,1278162
Society,34,Mundano,322,2014,2014,43,966645
Art,34,Erin McKean,412,2014,2014,86,1545629
Self-development,30,Michael Rubinstein,798,2014,2014,102,1948196
Technology&Science,31,Asha de Vos,345,2014,2015,31,1266639
Environment,33,Daniele Quercia,440,2014,2015,71,2084303
Health&Medical,39,Aziz Abu Sarah,277,2014,2015,65,1301734
Society,27,Fredy Peccerelli,520,2014,2015,18,712971
Society,25,Tasso Azevedo,916,2014,2015,22,877692
Environment,24,Navi Radjou,985,2014,2015,70,1601624
Self-development,25,Robert Swan,962,2014,2015,32,972816
Environment,23,Robert Muggah,888,2014,2015,42,906025
Society,26,Cristina Domenech,757,2014,2015,49,687808
Self-development,32,Matthieu Ricard,967,2014,2015,116,1818659
Self-development,31,Sarah Bergbreiter,366,2014,2015,49,1465712
Technology&Science,25,Joe Madiath,727,2014,2015,33,976621
Society,33,Morgana Bailey,622,2014,2015,181,2647157
Society,27,Miguel Nicolelis,1137,2014,2015,113,1304427
Technology&Science,19,Severine Autesserre,961,2014,2015,33,753002
Society,24,Khadija Gbla,1120,2014,2015,93,1081502
Society,36,Bassam Tariq,278,2014,2015,339,1356917
Society,22,Zeynep Tufekci,974,2014,2015,46,1120694
Society,23,Bruce Aylward,1151,2014,2015,36,859214
Technology&Science,28,Ben Ambridge,895,2014,2015,196,2446992
Society,28,Tom Wujec,541,2013,2015,54,2482234
Self-development,34,Brian Dettmer,366,2014,2015,48,1159937
Art,30,Jaap de Roode,375,2014,2015,30,1068305
Self-development,35,Kenneth Shinozuka,346,2014,2015,69,1559585
Technology&Science,35,Hannah Fry,1022,2014,2015,133,4340117
Society,34,Guy Winch,1044,2014,2015,271,4984884
Health&Medical,30,Nadine Burke Harris,959,2014,2015,300,3104326
Education,41,Laura Boushnak,305,2014,2015,37,818556
Society,25,Angelo Vermeulen,424,2014,2015,62,1096201
Technology&Science,24,James A. White Sr.,833,2014,2015,124,1237938
Society,31,Rob Knight,1044,2014,2015,115,1566854
Health&Medical,28,Khalida Brohi,1093,2014,2015,45,1149837
Society,23,Romina Libster,881,2014,2015,83,658478
Health&Medical,20,Ben Wellington,708,2014,2015,26,999472
Technology&Science,28,Helder Guimarães,791,2014,2015,65,1981129
Self-development,29,Jon Gosier,364,2014,2015,49,741287
Technology&Science,30,Topher White,570,2014,2015,83,1243218
Environment,20,Harry Baker,838,2014,2015,31,1369263
Society,34,Andy Yen,729,2014,2015,121,1571516
Technology&Science,23,Ilona Szabó de Carvalho,818,2014,2015,120,1135382
Society,29,Sangu Delle,353,2014,2015,32,955623
Economy,31,Marc Kushner,1085,2014,2015,102,2780484
Art,25,Ismael Nazario,683,2014,2015,76,1378025
Education,29,Shimpei Takahashi,340,2013,2015,45,1550060
Education,24,Linda Hill,1037,2014,2015,52,2009552
Self-development,32,David Eagleman,1234,2015,2015,221,1738331
Technology&Science,29,Joseph DeSimone,645,2015,2015,71,2498698
Technology&Science,41,Monica Lewinsky,1346,2015,2015,1355,11443190
Society,26,Fei-Fei Li,1078,2015,2015,185,2005189
Technology&Science,20,Anand Giridharadas,1163,2015,2015,123,1287111
Society,30,Dave Isay,1298,2015,2015,108,1839891
Society,21,Theaster Gates,1012,2015,2015,51,1024661
Art,40,Alison Killing,279,2014,2015,68,1231198
Art,24,Daniel Kish,783,2015,2015,42,1157388
Self-development,22,Kevin Rudd,1201,2015,2015,213,1543588
Politics,33,Boniface Mwangi,440,2014,2015,70,1342431
Self-development,37,Bill Gates,512,2015,2015,171,2239259
Health&Medical,45,Bel Pesce,371,2014,2015,192,4728000
Self-development,24,Eduardo Sáenz de Cabezón,581,2014,2015,98,1610293
Technology&Science,34,Dan Ariely,533,2015,2015,176,1703367
Economy,26,Fred Jansen,1067,2015,2015,46,1083424
Technology&Science,28,Barat Ali Batoor,637,2014,2015,19,1003314
Society,31,Kailash Satyarthi,1109,2015,2015,78,1189513
Society,39,Takaharu Tezuka,587,2014,2015,169,4160772
Education,29,Paul Tudor Jones II,591,2015,2015,237,1762082
Self-development,27,Nathalie Cabrol,962,2015,2015,149,1131041
Technology&Science,30,Gary Haugen,1328,2015,2015,305,1674355
Society,32,Jedidah Isler,259,2015,2015,38,1143028
Technology&Science,30,Chris Milk,616,2015,2015,101,1492275
Technology&Science,34,Clint Smith,312,2015,2015,171,1908266
Society,33,Nizar Ibrahim,362,2014,2015,29,931845
Technology&Science,29,Nick Bostrom,991,2015,2015,363,2832581
Technology&Science,36,Greg Gage,352,2015,2015,174,4614317
Technology&Science,35,Sophie Scott,1024,2015,2015,62,2782822
Technology&Science,26,Alice Goffman,964,2015,2015,206,1528815
Education,24,Pamela Ronald,1069,2015,2015,486,1512972
Environment,26,Abe Davis,1077,2015,2015,104,1386424
Technology&Science,38,Bill T. Jones,386,2015,2015,100,1257079
Art,35,Tal Danino,251,2015,2015,50,1225763
Health&Medical,28,Dawn Landes,566,2015,2015,33,1160841
Society,35,Anand Varma,366,2015,2015,82,2206061
Self-development,35,Elora Hardy,617,2015,2015,131,3351267
Art,23,Roman Mars,1098,2015,2015,109,4597270
Art,29,The Lady Lifers,576,2014,2015,170,1310078
Society,23,Martine Rothblatt,1264,2015,2015,64,1304737
Society,32,Cosmin Mihaiu,357,2015,2015,73,1373382
Self-development,29,Steven Wise,857,2015,2015,240,1028548
Environment,32,Esther Perel,1291,2015,2015,370,8218896
Society,30,Chris Burkard,582,2015,2015,69,1773697
Self-development,20,Jeffrey Brown,1083,2015,2015,72,1049652
Society,31,Yassmin Abdel-Magied,841,2014,2015,271,1863929
Society,30,Sara Seager,974,2015,2015,93,1365646
Technology&Science,27,Jimmy Nelson,1038,2014,2015,63,1339843
Society,42,Bill Gross,400,2015,2015,166,3811316
Technology&Science,29,Laura Schulz,1218,2015,2015,92,1617977
Education,29,Tony Fadell,1001,2015,2015,92,2006050
Art,22,Trevor Aaronson,562,2015,2015,141,1252289
Society,31,Linda Cliatt-Wayman,1027,2015,2015,145,1617292
Education,35,Suki Kim,752,2015,2015,214,3460338
Politics,18,Sarah Jones,1528,2015,2015,45,1531675
Society,30,Donald Hoffman,1310,2015,2015,378,2471075
Self-development,32,Lee Mokobe,261,2015,2015,59,1175629
Society,27,Rana el Kaliouby,664,2015,2015,95,1407692
Technology&Science,32,Margaret Heffernan,947,2015,2015,112,2362727
Self-development,34,Steve Silberman,828,2015,2015,288,1476377
Society,28,LaToya Ruby Frazier,303,2015,2015,43,1165313
